state,county,p1_lcoc,p2_lcoc,p3_lcoc,p4_lcoc,comb_lcoc
IN,Lake,2.54,0.46,0.41,0.28,0.3817387885746404
IN,Lawrence,2.43,0.36,0.31,0.23,0.2996163996653592
IN,Madison,2.35,0.32,0.27,0.19,0.2593378828445665
IN,Marion,2.41,0.36,0.3,0.23,0.2938503370467071
IN,Marshall,2.39,0.34,0.31,0.23,0.2979096457898411
IN,Martin,2.39,0.37,0.34,0.27,0.33129020623343
IN,Miami,2.41,0.35,0.3,0.23,0.2931362185193444
IN,Monroe,2.45,0.35,0.35,0.25,0.32872765249978253
IN,Montgomery,2.4,0.34,0.28,0.21,0.2739199662519053
IN,Morgan,2.44,0.35,0.37,0.25,0.33991163171109584
IN,Newton,2.54,0.46,0.41,0.28,0.3817387885746404
IN,Noble,2.43,0.36,0.29,0.24,0.2919522393080311
IN,Ohio,2.41,0.35,0.25,0.21,0.25782330135969894
IN,Orange,2.39,0.35,0.3,0.23,0.29299696010894805
IN,Owen,2.43,0.36,0.39,0.26,0.35539917750895533
IN,Parke,2.37,0.33,0.26,0.19,0.2545644555740698
IN,Perry,2.36,0.32,0.27,0.2,0.2629969601089481
IN,Pike,2.72,0.38,0.34,0.25,0.32712319241396565
IN,Porter,2.54,0.46,0.41,0.28,0.3817387885746404
IN,Posey,2.72,0.38,0.34,0.25,0.32712319241396565
IN,Pulaski,2.47,0.35,0.35,0.25,0.3288669109101789
IN,Putnam,2.43,0.36,0.37,0.25,0.3405561210332604
IN,Randolph,2.41,0.34,0.28,0.21,0.27398959545710344
IN,Ripley,2.45,0.36,0.3,0.23,0.2941288538674998
IN,Rush,2.75,0.37,0.39,0.24,0.35116253448429274
IN,Scott,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Shelby,2.43,0.35,0.32,0.21,0.2973501892278855
IN,Spencer,2.4,0.33,0.28,0.21,0.2732058477245426
IN,St Joseph,2.35,0.31,0.32,0.23,0.30111557759521607
IN,Starke,2.48,0.4,0.37,0.26,0.3473501892278854
IN,Steuben,2.48,0.39,0.33,0.24,0.31694995774913304
IN,Sullivan,2.41,0.36,0.3,0.23,0.2938503370467071
IN,Switzerland,2.43,0.35,0.3,0.25,0.3004543730481075
IN,Tippecanoe,2.48,0.36,0.35,0.25,0.3296506586427398
IN,Tipton,2.33,0.29,0.25,0.18,0.24221321237638715
IN,Union,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Vanderburgh,3.02,0.4,0.34,0.25,0.33064030562463625
IN,Vermillion,2.43,0.36,0.31,0.24,0.30320584772454257
IN,Vigo,2.41,0.36,0.3,0.23,0.2938503370467071
IN,Wabash,2.43,0.35,0.27,0.19,0.26203727206824
IN,Warren,2.43,0.36,0.31,0.24,0.30320584772454257
IN,Warrick,2.41,0.36,0.3,0.22,0.29026088898752367
IN,Washington,2.43,0.35,0.29,0.22,0.2840592246623016
IN,Wayne,2.42,0.35,0.29,0.22,0.28398959545710345
IN,Wells,2.38,0.32,0.26,0.19,0.25391996625190527
IN,White,2.45,0.35,0.31,0.24,0.30263098760757623
IN,Whitley,2.4,0.34,0.28,0.21,0.2739199662519053
KS,Allen,2.44,0.35,0.3,0.2,0.28257676195738873
KS,Anderson,2.53,0.39,0.34,0.25,0.326514356042563
KS,Atchison,2.38,0.34,0.29,0.21,0.27940751204976466
KS,Barber,2.32,0.31,0.27,0.21,0.2655937728199761
KS,Barton,2.38,0.35,0.3,0.23,0.2929273309037499
KS,Bourbon,2.57,0.38,0.33,0.24,0.3168625020685539
KS,Brown,2.38,0.33,0.29,0.21,0.27869339352240197
KS,Butler,2.43,0.34,0.31,0.24,0.3017776106698172
KS,Chase,2.45,0.34,0.29,0.21,0.2798949164861519
KS,Chautauqua,2.43,0.37,0.33,0.26,0.32235247078678353
KS,Cherokee,2.48,0.37,0.31,0.22,0.2970892161595293
KS,Cheyenne,2.4,0.35,0.31,0.23,0.298693393522402
KS,Clark,2.52,0.37,0.32,0.25,0.31376288136612795
KS,Clay,2.45,0.35,0.3,0.21,0.2862358392217703
KS,Cloud,2.45,0.35,0.3,0.23,0.2934147353401371
KS,Coffey,2.56,0.38,0.36,0.26,0.34085218160648967
KS,Comanche,2.41,0.35,0.38,0.26,0.34891899636294044
KS,Cowley,2.43,0.34,0.31,0.24,0.3017776106698172
KS,Crawford,2.42,0.4,0.29,0.22,0.2875601880939169
KS,Decatur,2.39,0.37,0.31,0.23,0.30005200137192917
KS,Dickinson,2.44,0.34,0.33,0.22,0.3059219521731601
KS,Doniphan,2.41,0.34,0.29,0.21,0.27961639966535917
KS,Douglas,2.45,0.36,0.32,0.25,0.3125613584023781
KS,Edwards,2.37,0.35,0.32,0.25,0.31129020623342996
KS,Elk,2.44,0.35,0.31,0.24,0.3025613584023781
KS,Ellis,2.38,0.35,0.3,0.23,0.2929273309037499
KS,Ellsworth,2.41,0.35,0.31,0.23,0.29876302272760014
KS,Finney,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Ford,2.36,0.35,0.32,0.25,0.3112205770282318
KS,Franklin,2.41,0.33,0.28,0.21,0.27327547692974075
KS,Geary,2.45,0.34,0.29,0.22,0.2834843645453353
KS,Gove,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Graham,2.4,0.36,0.3,0.23,0.29378070784150895
KS,Grant,2.41,0.33,0.29,0.22,0.2824917291971799
KS,Gray,2.41,0.32,0.29,0.19,0.271009266492267
KS,Greeley,2.37,0.33,0.28,0.21,0.27299696010894803
KS,Greenwood,2.45,0.34,0.29,0.21,0.2798949164861519
KS,Hamilton,2.38,0.32,0.27,0.2,0.26313621851934443
KS,Harper,2.38,0.31,0.27,0.2,0.26242209999198174
KS,Harvey,2.45,0.37,0.32,0.25,0.3132754769297408
KS,Haskell,2.39,0.34,0.3,0.23,0.29228284158158535
KS,Hodgeman,2.38,0.35,0.31,0.23,0.2985541351120056
KS,Jackson,2.41,0.37,0.33,0.22,0.3078554201396536
KS,Jefferson,2.43,0.35,0.31,0.24,0.30249172919717987
KS,Jewell,2.45,0.35,0.3,0.2,0.28264639116258694
KS,Johnson,2.45,0.35,0.31,0.25,0.3062204356667596
KS,Kearny,2.38,0.32,0.27,0.2,0.26313621851934443
KS,Kingman,2.41,0.34,0.31,0.24,0.3016383522594208
KS,Kiowa,2.38,0.36,0.32,0.25,0.31207395396599086
KS,Labette,2.41,0.33,0.28,0.21,0.27327547692974075
KS,Lane,2.38,0.35,0.31,0.23,0.2985541351120056
KS,Leavenworth,2.56,0.38,0.32,0.24,0.3111660686551
KS,Lincoln,2.43,0.35,0.31,0.23,0.2989022811379965
KS,Linn,2.58,0.42,0.36,0.28,0.3510268102447036
KS,Logan,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Lyon,2.45,0.34,0.29,0.21,0.2798949164861519
KS,Marion,2.43,0.34,0.29,0.22,0.2833451061349389
KS,Marshall,2.41,0.37,0.34,0.24,0.32066112046627615
KS,McPherson,2.41,0.34,0.3,0.23,0.2924220999919817
KS,Meade,2.36,0.35,0.32,0.25,0.3112205770282318
KS,Miami,2.54,0.38,0.32,0.23,0.30743736218552026
KS,Mitchell,2.45,0.35,0.3,0.22,0.2898252872809537
KS,Montgomery,2.45,0.38,0.34,0.27,0.33242209999198175
KS,Morris,2.44,0.34,0.29,0.22,0.2834147353401371
KS,Morton,2.41,0.33,0.29,0.22,0.2824917291971799
KS,Nemaha,2.37,0.33,0.29,0.21,0.2786237643172038
KS,Neosho,2.46,0.35,0.31,0.24,0.3027006168127744
KS,Ness,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Norton,2.42,0.38,0.31,0.23,0.30097500751488643
KS,Osage,2.43,0.35,0.31,0.24,0.30249172919717987
KS,Osborne,2.45,0.35,0.31,0.23,0.29904153954839285
KS,Ottawa,2.45,0.35,0.31,0.23,0.29904153954839285
KS,Pawnee,2.38,0.34,0.31,0.23,0.29784001658464293
KS,Phillips,2.45,0.35,0.31,0.23,0.29904153954839285
KS,Pottawatomie,2.35,0.34,0.29,0.21,0.27919862443417015
KS,Pratt,2.32,0.29,0.31,0.23,0.2938516487166404
KS,Rawlins,2.39,0.38,0.31,0.23,0.30076611989929186
KS,Reno,2.45,0.35,0.31,0.24,0.30263098760757623
KS,Republic,2.45,0.35,0.3,0.21,0.2862358392217703
KS,Rice,2.41,0.34,0.29,0.22,0.2832058477245426
KS,Riley,2.46,0.36,0.31,0.24,0.3034147353401371
KS,Rooks,2.41,0.35,0.31,0.23,0.29876302272760014
KS,Rush,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Russell,2.4,0.35,0.32,0.24,0.3079096457898411
KS,Saline,2.45,0.35,0.31,0.23,0.29904153954839285
KS,Scott,2.38,0.34,0.3,0.23,0.2922132123763872
KS,Sedgwick,2.41,0.34,0.31,0.24,0.3016383522594208
KS,Seward,2.41,0.33,0.29,0.22,0.2824917291971799
KS,Shawnee,2.45,0.34,0.29,0.21,0.2798949164861519
KS,Sheridan,2.38,0.35,0.3,0.23,0.2929273309037499
KS,Sherman,2.38,0.35,0.3,0.23,0.2929273309037499
KS,Smith,3.56,0.38,0.37,0.24,0.34626301021619604
KS,Stafford,2.43,0.36,0.32,0.25,0.3124220999919817
KS,Stanton,2.36,0.32,0.27,0.2,0.2629969601089481
KS,Stevens,2.4,0.35,0.3,0.23,0.29306658931414625
KS,Sumner,2.41,0.34,0.31,0.22,0.29445945614105407
KS,Thomas,2.38,0.35,0.3,0.19,0.2785695386670163
KS,Trego,2.38,0.35,0.3,0.23,0.2929273309037499
KS,Wabaunsee,2.45,0.34,0.3,0.23,0.29270061681277443
KS,Wallace,2.38,0.35,0.31,0.23,0.2985541351120056
KS,Washington,2.45,0.37,0.32,0.22,0.3025071327521906
KS,Wichita,2.36,0.31,0.26,0.18,0.24947714125496284
KS,Wilson,2.38,0.32,0.28,0.2,0.26876302272760016
KS,Woodson,2.43,0.35,0.31,0.24,0.30249172919717987
KS,Wyandotte,2.56,0.38,0.36,0.26,0.34085218160648967
KY,Adair,2.41,0.34,0.28,0.21,0.27398959545710344
KY,Allen,2.42,0.35,0.38,0.25,0.34539917750895527
KY,Anderson,2.4,0.34,0.27,0.2,0.2647037139844662
KY,Ballard,2.83,0.36,0.28,0.19,0.27116336301178534
KY,Barren,2.41,0.34,0.28,0.22,0.2775790435162868
KY,Bath,2.42,0.34,0.25,0.19,0.24999991591916762
KY,Bell,2.39,0.34,0.27,0.19,0.2610446367200846
KY,Boone,2.42,0.34,0.32,0.21,0.2965664414953246
KY,Bourbon,2.42,0.34,0.24,0.19,0.2443731117109119
KY,Boyd,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Boyle,2.6,0.36,0.29,0.19,0.2751886955004831
KY,Bracken,2.44,0.35,0.25,0.19,0.2508532928569267
KY,Breathitt,2.41,0.33,0.29,0.21,0.2789022811379965
KY,Breckinridge,2.37,0.33,0.3,0.21,0.2842505685254595
KY,Bullitt,2.37,0.33,0.28,0.19,0.2658180639905813
KY,Butler,2.42,0.34,0.39,0.26,0.3539013112490317
KY,Caldwell,2.42,0.36,0.31,0.25,0.3067256665785278
KY,Calloway,2.43,0.36,0.39,0.26,0.35539917750895533
KY,Campbell,2.42,0.34,0.29,0.19,0.2725071327521906
KY,Carlisle,2.42,0.34,0.29,0.2,0.27609658081137395
KY,Carroll,2.4,0.34,0.29,0.2,0.27595732240097764
KY,Carter,2.41,0.35,0.31,0.23,0.29876302272760014
KY,Casey,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Christian,2.42,0.34,0.38,0.26,0.348274507040776
KY,Clark,2.42,0.34,0.25,0.19,0.24999991591916762
KY,Clay,2.41,0.33,0.29,0.2,0.2753128330788131
KY,Clinton,2.41,0.34,0.34,0.24,0.31851876488418807
KY,Crittenden,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Cumberland,2.41,0.34,0.3,0.23,0.2924220999919817
KY,Daviess,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Edmonson,2.39,0.33,0.27,0.19,0.2603305181927219
KY,Elliott,2.4,0.34,0.29,0.21,0.279546770460161
KY,Estill,2.42,0.34,0.27,0.21,0.2684324204540459
KY,Fayette,2.44,0.35,0.25,0.21,0.25803218897529345
KY,Fleming,2.42,0.34,0.25,0.17,0.24282101980080084
KY,Floyd,3.08,0.39,0.31,0.21,0.2991057574669618
KY,Franklin,2.4,0.34,0.29,0.21,0.279546770460161
KY,Fulton,2.43,0.35,0.32,0.25,0.31170798146461903
KY,Gallatin,2.42,0.34,0.29,0.19,0.2725071327521906
KY,Garrard,2.44,0.35,0.29,0.21,0.2805394058083164
KY,Grant,2.44,0.35,0.32,0.21,0.2974198184330836
KY,Graves,2.44,0.36,0.4,0.26,0.36109561092240916
KY,Grayson,2.37,0.33,0.29,0.2,0.2750343162580204
KY,Green,2.37,0.32,0.28,0.2,0.26869339352240196
KY,Greenup,2.43,0.35,0.31,0.21,0.2917233850196297
KY,Hancock,2.38,0.34,0.3,0.23,0.2922132123763872
KY,Hardin,2.37,0.33,0.29,0.19,0.271444868198837
KY,Harlan,2.42,0.34,0.29,0.2,0.27609658081137395
KY,Harrison,2.44,0.35,0.25,0.19,0.2508532928569267
KY,Hart,2.37,0.32,0.28,0.2,0.26869339352240196
KY,Henderson,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Henry,2.42,0.34,0.28,0.2,0.2704697766031182
KY,Hickman,2.42,0.34,0.33,0.21,0.3021932457035803
KY,Hopkins,2.42,0.34,0.28,0.21,0.2740592246623016
KY,Jackson,2.43,0.34,0.29,0.21,0.27975565807575553
KY,Jefferson,2.36,0.32,0.28,0.19,0.26503431625802043
KY,Jessamine,2.42,0.34,0.26,0.19,0.2556267201274234
KY,Johnson,3.08,0.39,0.31,0.21,0.2991057574669618
KY,Kenton,2.42,0.34,0.32,0.21,0.2965664414953246
KY,Knott,3.08,0.39,0.31,0.21,0.2991057574669618
KY,Knox,2.36,0.33,0.27,0.2,0.26371107863631077
KY,Larue,2.37,0.33,0.28,0.2,0.26940751204976465
KY,Laurel,2.41,0.34,0.29,0.21,0.27961639966535917
KY,Lawrence,2.75,0.37,0.31,0.21,0.29537975664069666
KY,Lee,2.41,0.33,0.28,0.21,0.27327547692974075
KY,Leslie,2.39,0.33,0.29,0.21,0.2787630227276001
KY,Letcher,2.36,0.33,0.29,0.2,0.27496468705282223
KY,Lewis,2.43,0.36,0.31,0.22,0.29602695160617576
KY,Lincoln,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Livingston,2.43,0.36,0.31,0.25,0.30679529578372594
KY,Logan,2.36,0.29,0.31,0.21,0.2869512694190663
KY,Lyon,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Madison,2.42,0.34,0.27,0.21,0.2684324204540459
KY,Magoffin,2.73,0.36,0.29,0.21,0.28327277128642614
KY,Marion,2.39,0.33,0.28,0.2,0.269546770460161
KY,Marshall,2.43,0.36,0.39,0.26,0.35539917750895533
KY,Martin,3.08,0.39,0.31,0.21,0.2991057574669618
KY,Mason,2.42,0.34,0.25,0.17,0.24282101980080084
KY,McCracken,2.45,0.38,0.31,0.2,0.29041555095293076
KY,McCreary,2.41,0.34,0.29,0.2,0.2760269516061758
KY,McLean,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Meade,2.35,0.33,0.29,0.2,0.2748950578476241
KY,Menifee,2.38,0.32,0.28,0.22,0.27594191884596697
KY,Mercer,2.44,0.35,0.27,0.2,0.26569634933262154
KY,Metcalfe,2.36,0.32,0.28,0.21,0.2722132123763872
KY,Monroe,2.42,0.35,0.38,0.25,0.34539917750895527
KY,Montgomery,2.42,0.34,0.25,0.19,0.24999991591916762
KY,Morgan,2.73,0.36,0.29,0.21,0.28327277128642614
KY,Muhlenberg,2.42,0.35,0.31,0.25,0.3060115480511651
KY,Nelson,2.44,0.35,0.27,0.2,0.26569634933262154
KY,Nicholas,2.44,0.35,0.25,0.19,0.2508532928569267
KY,Ohio,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Oldham,2.4,0.34,0.28,0.19,0.26674107013353854
KY,Owen,2.4,0.34,0.29,0.2,0.27595732240097764
KY,Owsley,2.41,0.33,0.29,0.21,0.2789022811379965
KY,Pendleton,2.44,0.35,0.29,0.21,0.2805394058083164
KY,Perry,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Pike,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Powell,2.41,0.33,0.29,0.22,0.2824917291971799
KY,Pulaski,2.41,0.34,0.29,0.21,0.27961639966535917
KY,Robertson,2.44,0.35,0.25,0.19,0.2508532928569267
KY,Rockcastle,2.42,0.34,0.29,0.21,0.2796860288705574
KY,Rowan,2.43,0.35,0.28,0.21,0.2748429723948625
KY,Russell,2.41,0.34,0.28,0.21,0.27398959545710344
KY,Scott,2.44,0.35,0.29,0.21,0.2805394058083164
KY,Shelby,2.38,0.33,0.28,0.2,0.26947714125496286
KY,Simpson,2.29,0.26,0.22,0.15,0.21214358317118903
KY,Spencer,2.4,0.34,0.28,0.19,0.26674107013353854
KY,Taylor,2.4,0.33,0.29,0.2,0.27524320387361495
KY,Todd,2.42,0.34,0.39,0.26,0.3539013112490317
KY,Trigg,2.42,0.34,0.39,0.26,0.3539013112490317
KY,Trimble,2.4,0.34,0.28,0.19,0.26674107013353854
KY,Union,2.42,0.35,0.28,0.21,0.2747733431896643
KY,Warren,2.4,0.34,0.37,0.25,0.3389189963629405
KY,Washington,2.44,0.35,0.27,0.2,0.26569634933262154
KY,Wayne,2.41,0.34,0.3,0.23,0.2924220999919817
KY,Webster,2.42,0.34,0.28,0.22,0.277648672721485
KY,Whitley,2.37,0.34,0.26,0.19,0.2552785741014325
KY,Wolfe,2.4,0.33,0.28,0.21,0.2732058477245426
KY,Woodford,2.42,0.34,0.27,0.21,0.2684324204540459
LA,Acadia,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Allen,2.37,0.37,0.3,0.23,0.29428593875327713
LA,Ascension,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Assumption,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Avoyelles,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Beauregard,2.39,0.4,0.31,0.21,0.2950154608356505
LA,Bienville,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Bossier,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Caddo,2.75,0.33,0.27,0.18,0.25924772152067277
LA,Calcasieu,2.37,0.37,0.3,0.23,0.29428593875327713
LA,Caldwell,3.04,0.35,0.29,0.19,0.27753826200184006
LA,Cameron,2.34,0.33,0.3,0.23,0.2912205770282318
LA,Catahoula,2.41,0.35,0.29,0.22,0.2839199662519053
LA,Claiborne,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Concordia,2.72,0.35,0.3,0.22,0.2917052758213044
LA,DeSoto,2.57,0.36,0.3,0.21,0.28778550821151105
LA,East Baton Rouge,2.39,0.35,0.3,0.21,0.2858180639905813
LA,East Carroll,2.4,0.3,0.26,0.19,0.2526309876075762
LA,East Feliciana,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Evangeline,2.39,0.4,0.31,0.21,0.2950154608356505
LA,Franklin,2.72,0.33,0.27,0.19,0.26262828196426163
LA,Grant,2.72,0.37,0.31,0.22,0.2987603170842855
LA,Iberia,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Iberville,2.34,0.31,0.26,0.18,0.24933788284456648
LA,Jackson,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Jefferson,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Jefferson Davis,2.35,0.33,0.29,0.2,0.2748950578476241
LA,La Salle,2.72,0.37,0.31,0.22,0.2987603170842855
LA,Lafayette,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Lafourche,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Lincoln,2.38,0.27,0.23,0.14,0.21552172069440761
LA,Livingston,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Madison,2.4,0.3,0.26,0.19,0.2526309876075762
LA,Morehouse,2.4,0.3,0.26,0.19,0.2526309876075762
LA,Natchitoches,2.34,0.33,0.27,0.19,0.25998237216673104
LA,Orleans,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Ouachita,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Plaquemines,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Pointe Coupee,2.34,0.31,0.27,0.2,0.262143583171189
LA,Rapides,2.38,0.34,0.28,0.18,0.26301236366395875
LA,Red River,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Richland,2.4,0.3,0.26,0.19,0.2526309876075762
LA,Sabine,2.39,0.4,0.33,0.24,0.31703741342971214
LA,St  Helena,2.39,0.35,0.3,0.21,0.2858180639905813
LA,St Bernard,2.39,0.35,0.3,0.21,0.2858180639905813
LA,St Charles,2.39,0.35,0.3,0.21,0.2858180639905813
LA,St James,2.39,0.35,0.3,0.21,0.2858180639905813
LA,St John The Baptist,2.39,0.35,0.3,0.21,0.2858180639905813
LA,St Landry,2.39,0.4,0.33,0.24,0.31703741342971214
LA,St Martin,2.75,0.38,0.31,0.21,0.29609387516805935
LA,St Mary,2.7,0.36,0.33,0.23,0.31274999662222136
LA,St Tammany,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Tangipahoa,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Tensas,2.72,0.33,0.27,0.19,0.26262828196426163
LA,Terrebonne,2.29,0.27,0.23,0.16,0.22207395396599086
LA,Union,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Vermilion,2.35,0.33,0.3,0.23,0.29129020623343
LA,Vernon,2.39,0.4,0.31,0.21,0.2950154608356505
LA,Washington,2.39,0.4,0.33,0.24,0.31703741342971214
LA,Webster,2.31,0.27,0.22,0.14,0.20940751204976465
LA,West Baton Rouge,2.34,0.31,0.26,0.18,0.24933788284456648
LA,West Carroll,2.4,0.3,0.26,0.19,0.2526309876075762
LA,West Feliciana,2.39,0.35,0.3,0.21,0.2858180639905813
LA,Winn,2.28,0.26,0.22,0.15,0.21207395396599085
MA,Barnstable,3.99,0.45,0.3,0.21,0.304099922095916
MA,Berkshire,3.21,0.4,0.31,0.23,0.3079039517802675
MA,Bristol,3.99,0.48,0.36,0.25,0.3543608951642721
MA,Dukes,3.99,0.45,0.3,0.21,0.304099922095916
MA,Essex,3.09,0.39,0.32,0.22,0.3083916389395991
MA,Franklin,3.99,0.45,0.3,0.21,0.304099922095916
MA,Hampden,2.41,0.36,0.3,0.22,0.29026088898752367
MA,Hampshire,3.99,0.45,0.3,0.21,0.304099922095916
MA,Middlesex,3.3,0.45,0.38,0.3,0.3766149731359385
MA,Nantucket,3.3,0.45,0.31,0.22,0.3085117592046812
MA,Norfolk,3.21,0.42,0.32,0.24,0.3185484411024321
MA,Plymouth,3.21,0.45,0.36,0.28,0.35755580575427665
MA,Suffolk,3.99,0.45,0.3,0.21,0.304099922095916
MA,Worcester,2.43,0.41,0.36,0.27,0.34567880558018493
MD,Allegany,2.37,0.37,0.3,0.21,0.2871070426349103
MD,Anne Arundel,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Baltimore,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Baltimore City,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Calvert,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Caroline,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Carroll,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Cecil,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Charles,2.37,0.37,0.3,0.21,0.2871070426349103
MD,Dorchester,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Frederick,2.3,0.37,0.25,0.16,0.24053837686132745
MD,Garrett,2.37,0.37,0.3,0.21,0.2871070426349103
MD,Harford,2.32,0.45,0.31,0.21,0.29809864903607675
MD,Howard,2.31,0.27,0.23,0.16,0.2222132123763872
MD,Kent,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Montgomery,2.44,0.28,0.23,0.17,0.22742195863050954
MD,Prince Georges,2.44,0.28,0.23,0.17,0.22742195863050954
MD,Queen Annes,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Somerset,2.37,0.5,0.36,0.25,0.34450920097689336
MD,St Marys,2.37,0.37,0.3,0.21,0.2871070426349103
MD,Talbot,2.4,0.37,0.36,0.25,0.33543454773677284
MD,Washington,2.54,0.33,0.29,0.21,0.2798074608055727
MD,Wicomico,2.37,0.5,0.37,0.25,0.3501360051851491
MD,Worcester,2.36,0.38,0.36,0.25,0.3358701494433428
ME,Androscoggin,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Aroostook,3.7,0.45,0.37,0.25,0.35582609683969274
ME,Cumberland,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Franklin,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Hancock,3.91,0.43,0.32,0.19,0.30618936369774996
ME,Kennebec,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Knox,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Lincoln,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Oxford,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Penobscot,3.91,0.43,0.32,0.19,0.30618936369774996
ME,Piscataquis,3.91,0.43,0.32,0.19,0.30618936369774996
ME,Sagadahoc,2.8,0.33,0.24,0.15,0.23194711074434624
ME,Somerset,2.6,0.35,0.29,0.21,0.2816534730914872
ME,Waldo,3.91,0.43,0.32,0.19,0.30618936369774996
ME,Washington,5.03,0.53,0.4,0.24,0.38409069391553524
ME,York,2.8,0.33,0.24,0.15,0.23194711074434624
MI,Alcona,2.44,0.3,0.19,0.13,0.19198518661547842
MI,Alger,2.41,0.33,0.28,0.21,0.27327547692974075
MI,Allegan,2.42,0.33,0.27,0.2,0.2641288538674998
MI,Alpena,2.44,0.34,0.27,0.14,0.2434455424501585
MI,Antrim,3.45,0.37,0.27,0.19,0.2705676880531791
MI,Arenac,2.44,0.3,0.19,0.12,0.18839573855629502
MI,Baraga,2.36,0.35,0.32,0.25,0.3112205770282318
MI,Barry,2.95,0.37,0.3,0.23,0.2983244326547712
MI,Bay,2.43,0.33,0.26,0.17,0.24780333468689206
MI,Benzie,2.44,0.3,0.19,0.12,0.18839573855629502
MI,Berrien,2.35,0.28,0.36,0.24,0.3250698869053343
MI,Branch,2.4,0.36,0.32,0.24,0.30862376431720384
MI,Calhoun,2.36,0.31,0.23,0.16,0.22541783251182884
MI,Cass,2.34,0.28,0.32,0.22,0.2953141447487464
MI,Charlevoix,2.92,0.35,0.31,0.24,0.30590356025189036
MI,Cheboygan,3.45,0.37,0.27,0.14,0.25262044775726217
MI,Chippewa,2.44,0.34,0.27,0.19,0.26139278274607547
MI,Clare,2.95,0.37,0.3,0.23,0.2983244326547712
MI,Clinton,2.44,0.34,0.25,0.17,0.2429602782111972
MI,Crawford,3.45,0.37,0.27,0.19,0.2705676880531791
MI,Delta,2.4,0.34,0.3,0.23,0.29235247078678356
MI,Dickinson,2.48,0.39,0.34,0.27,0.33334510613493895
MI,Eaton,2.38,0.3,0.24,0.17,0.2340592246623016
MI,Emmet,2.39,0.33,0.28,0.18,0.26236787434179426
MI,Genesee,2.44,0.3,0.19,0.14,0.1955746346746618
MI,Gladwin,2.44,0.3,0.19,0.12,0.18839573855629502
MI,Gogebic,2.6,0.36,0.3,0.22,0.291583843886289
MI,Grand Traverse,2.91,0.35,0.3,0.24,0.3002071268384365
MI,Gratiot,2.44,0.37,0.3,0.2,0.2840049990121141
MI,Hillsdale,4.64,0.42,0.29,0.19,0.29367776452508676
MI,Houghton,2.34,0.25,0.19,0.12,0.1841288538674998
MI,Huron,2.31,0.3,0.27,0.19,0.2576311289690484
